#{"t_start": 1785413932.328203, "env_id": "None"}
r,l,t,best_igd,last_igd
68.583809,300,169.250162,0.04730083139761725,0.04730083139761725
68.538561,300,341.406864,0.0482874062739682,0.0482874062739682
64.173582,300,514.593434,0.054169398572264646,0.054169398572264646
63.526577,300,688.936637,0.05321311457134488,0.05412465895694343
64.337219,300,857.948244,0.05398899865144559,0.05398899865144559
64.57103,300,1034.264644,0.05305046491095852,0.053717213568090595
67.004023,300,1202.33369,0.047850962937731556,0.04814306756216651
64.008955,300,1377.483722,0.05289118193234191,0.05289118193234191
59.391594,300,1552.453811,0.059258351642064985,0.05941554215655306
62.788723,300,1720.632088,0.0514557947804471,0.05200250480015218
67.447983,300,1891.326236,0.04988383438998872,0.04988383438998872
41.827718,300,2066.875007,0.09295537779661651,0.09302595238594903
66.517255,300,2237.21203,0.04889028570479687,0.0491784723269906
65.695454,300,2411.509151,0.05277560551845986,0.05431467795362914
68.676575,300,2583.501466,0.046995632651665835,0.04752308341575056
65.804746,300,2758.319105,0.05055988052390151,0.05106261986423045
68.31687,300,2937.968357,0.046461416629569804,0.04662837698765271
64.104271,300,3124.621057,0.05387793874677267,0.05416214448840382
61.436776,300,3366.030092,0.05861473601150857,0.05914897155847134
47.686904,300,3575.259693,0.058237834016370914,0.058237834016370914
49.723497,300,3806.953183,0.058591694946925295,0.058591694946925295
48.070135,300,4015.985987,0.05811721538482128,0.05823700001066674
82.207931,300,4243.827477,0.04040463130082453,0.04084483782052474
83.375057,300,4485.346832,0.04085394650233823,0.04179775704404528
46.437199,300,4671.980936,0.05810177676422812,0.05810177676422812
84.736514,300,4922.093707,0.04028235748499106,0.04129482985765937
81.950011,300,5201.045416,0.04126636711445651,0.0429435239032785
45.952943,300,5402.187576,0.061108577167207856,0.06126236128683925
81.955659,300,5624.832656,0.04160199268180724,0.042824169859390436
82.935143,300,5871.253027,0.04032207591611843,0.040773431369755773
50.227621,300,6058.297954,0.05753063499585089,0.05755942088521614
82.544603,300,6275.840263,0.04021669306709965,0.04050388061012898
84.583971,300,6530.230546,0.03993487830154055,0.04058566735576812
43.735563,300,6708.246072,0.05828543663565467,0.05829616014609472
82.857991,300,6926.779124,0.04146929571401288,0.04321132472017236
84.726913,300,7155.132401,0.039472754630510705,0.040298983468193966
45.19542,300,7326.440287,0.059605148468535554,0.059605148468535554
82.406092,300,7529.0559,0.040188067585110766,0.040926408529350845
82.657643,300,7752.119414,0.04053445408621627,0.04069616446708192
46.578044,300,7945.814174,0.05768714899352603,0.05768714899352603
81.529275,300,8171.122039,0.040475579892649424,0.040475579892649424
85.185011,300,8411.910916,0.03915864902472677,0.03915864902472677
42.593152,300,8590.064155,0.05975060689160433,0.05987378520121359
82.673518,300,8838.979133,0.04060210934797477,0.04162281926895541
83.806578,300,9110.847496,0.04014708662929315,0.04085517094563056
44.800439,300,9334.413798,0.05784369960222726,0.05804794182635308
83.019029,300,9608.07555,0.04103772891653059,0.042377296078761215
83.998971,300,9856.596828,0.04020239356893344,0.041033842816990525
45.851011,300,10048.189024,0.05730785051131857,0.05790599081363707
82.884898,300,10272.622182,0.04004863226446592,0.04022931260176164
82.807262,300,10532.251883,0.041606940285254,0.04358681146053021
44.302131,300,10739.575372,0.058892990648563244,0.058902385754476864
83.427269,300,10973.428177,0.03989236282616435,0.04132109002921274
84.387759,300,11204.761851,0.03982681509736294,0.04062575755812059
48.7073,300,11389.199916,0.0559926052713288,0.05638326796273336
82.971739,300,11611.538797,0.040096456264343855,0.0404301506510633
82.331848,300,12099.531695,0.04007186441667635,0.04141705386302434
42.877716,300,12540.573953,0.05898116252619193,0.05960231761477876
81.576107,300,13030.671389,0.03997033569684569,0.040946752222333335
82.787934,300,13447.529818,0.04126386980248457,0.04239761681585253
48.245895,300,13615.783958,0.05400940441375133,0.05526625723382818
82.802618,300,13813.98683,0.03997266195371932,0.04042810655637627
83.988911,300,14043.564122,0.040772106428376496,0.042151772834945006
47.344238,300,14208.970103,0.05634888034851329,0.05644242125552398
81.762075,300,14414.74358,0.041435435348950396,0.04245342450977397
84.83446,300,14652.679288,0.040654748186393114,0.0421913255921813
47.345715,300,14837.988909,0.05684486690971182,0.05713051120954672
83.84633,300,15061.132943,0.039811177561175644,0.0400610574629529
81.384463,300,15339.431913,0.03925617851301382,0.04005531969375189
49.960505,300,15537.133453,0.05626312253823897,0.057078244512962416
83.959796,300,15790.973057,0.039713242032972766,0.04047755363448482
85.434551,300,16129.059975,0.039149621362592195,0.039840299781117125
47.187867,300,16392.186838,0.05639647159271444,0.05671111438188911
81.721719,300,16680.044875,0.03926185950718492,0.040180617742860296
84.288998,300,16974.456931,0.039623117581903816,0.04071447089261423
50.036727,300,17141.538576,0.056180382210346214,0.056180382210346214
84.607098,300,17338.917674,0.039495635495772494,0.03991401574185001
82.61699,300,17558.660161,0.039623471762166226,0.040169102643000124
46.746614,300,17743.660161,0.05665789211630707,0.05673192079126605
83.391597,300,18017.896917,0.04099208238676849,0.04249323734787374
81.609436,300,18254.246711,0.039208571699493544,0.039208571699493544
48.166439,300,18440.958226,0.05567218288656003,0.05567218288656003
84.485634,300,18652.069982,0.039707957110295525,0.041206182208604364
83.731814,300,18885.621151,0.03994392901808729,0.04109024565302968
46.154302,300,19074.878929,0.05703831972067741,0.057131175062528294
83.52215,300,19296.143542,0.04103916164593619,0.0427526398385442
84.98971,300,19530.330881,0.04055474258179429,0.04222255249825482
46.863434,300,19701.414705,0.05596496728774903,0.05596496728774903
83.748684,300,19899.57494,0.04096324413005081,0.04139353490643701
82.094651,300,20213.033131,0.041474459627851776,0.04323698680530652
50.478202,300,20487.35409,0.05617969485454673,0.05617969485454673
86.173715,300,20691.418975,0.03904863194827452,0.0394193769143243
81.986074,300,20930.510409,0.03984575484622493,0.04039937032794697
45.851452,300,21116.186401,0.055465477808180584,0.055991546464437464
84.036992,300,21329.27543,0.03901994153370874,0.040744294587689765
83.746216,300,21563.641149,0.04104783013281137,0.043014412168511346
48.266211,300,21765.467584,0.05608335974703179,0.056094185615430774
83.446765,300,21981.761828,0.03972111285546122,0.042161284987953115
84.087536,300,22222.845469,0.04198353110077552,0.0433594641682973
46.240045,300,22407.357911,0.0552259669069911,0.055341589843007966
83.38393,300,22654.706061,0.03931643337714527,0.04030414646888065
84.228972,300,22989.605833,0.03951306139899126,0.04080083076649306
48.816018,300,23414.440569,0.05615524039644922,0.05615524039644922
86.066585,300,23682.971062,0.03983830383652082,0.03984561809886654
82.802978,300,23890.527856,0.04071968785698191,0.04131283151423663
49.030552,300,24060.903121,0.05542582318257325,0.0554881031513926
83.196756,300,24268.97238,0.03907519639999818,0.03981768466554917
83.486043,300,24498.732015,0.04065079707725473,0.042076397053723257
50.906529,300,24700.248456,0.055044227046372234,0.055156063957630556
81.785976,300,24918.87689,0.03943823060452568,0.041408361953017545
84.686037,300,25146.293768,0.04007381795837065,0.04301748842401866
48.759944,300,25333.03596,0.05341363784436756,0.05341363784436756
83.314417,300,25548.148419,0.04162086551639713,0.04266043308830748
85.376513,300,25860.494596,0.0391473038419481,0.040529062493872545
48.944606,300,26140.258634,0.05602960658707121,0.05602960658707121
83.077733,300,26338.192807,0.03948401986420182,0.03948401986420182
84.90281,300,26559.321311,0.03898516104808135,0.03934998762723149
47.740422,300,26725.643907,0.05661662240202166,0.05727621888508501
82.402306,300,26936.0488,0.04005275577099495,0.04184913393788437
82.022891,300,27169.602077,0.04003401897159767,0.04103637426658914
43.419621,300,27354.590669,0.05565132652749123,0.05565132652749123
85.327124,300,27589.545154,0.03889498068296487,0.039679497820655524
85.48161,300,27826.919434,0.03922805664518809,0.04019373912366978
49.079309,300,28009.341556,0.05819816581380573,0.059280174790392014
