#{"t_start": 1784631092.75969, "env_id": "None"}
r,l,t,best_igd,last_igd
81.119963,233,272.287579,0.04691021588065372,0.04720180310533946
35.973281,300,626.46414,0.07511196577109293,0.07511196577109293
53.299611,218,867.621287,0.06817930598230723,0.06896747635383617
59.031804,300,1219.668623,0.06050042233050427,0.060515348768231884
79.362348,219,1452.444426,0.04775234457708779,0.04786706898496392
35.054944,179,1652.88185,0.07580391256121724,0.07696821061478076
57.349989,260,1940.944214,0.06264105971846749,0.0632730884991336
79.509366,138,2110.872253,0.049427930139253146,0.050267007339166524
30.759585,137,2285.252408,0.07752326263447737,0.07801275850956459
38.822918,154,2479.507256,0.0767102554214731,0.07798648522695824
79.577675,272,2799.193903,0.046574545157035505,0.04768655090967797
34.405,62,2883.942713,0.1091896318786348,0.11068719590541398
35.187084,117,3013.180164,0.07812307499596784,0.0798440122059158
58.265158,300,3347.666273,0.06332816180441149,0.06332816180441149
78.084271,148,3530.542362,0.0508425508463167,0.051204090657242324
57.407453,195,3728.99012,0.065518573731459,0.065597109333061
81.668463,167,3931.707869,0.04787864716307734,0.047919503060848835
29.183778,168,4121.218452,0.07750553421888942,0.07853104244141286
57.385397,137,4267.181406,0.06875841851114257,0.06975124737537687
81.477371,254,4544.783199,0.047244123368508875,0.04788391501161386
37.212953,300,4921.406355,0.07118957941477647,0.07197294314054081
55.397609,189,5147.44171,0.06655293922494698,0.06717249173396435
79.404888,195,5368.425472,0.047545487890809944,0.047745719728459854
38.093583,244,5641.753164,0.07360012812669958,0.07454951818041737
34.676996,90,5740.491116,0.10633854174173367,0.10932548274577346
31.106753,90,5838.899674,0.08015810858703566,0.08177741465494524
82.650059,157,6022.546784,0.04743208326694324,0.047504222215527615
80.569111,202,6252.035155,0.047244223791527054,0.047533436778400495
60.364233,285,6557.125928,0.06121274444128388,0.06245276141849605
36.512423,160,6745.332091,0.0733334708428441,0.07647632796649495
33.031029,226,7003.770264,0.07486431092000144,0.07527222196271964
57.19031,253,7316.925405,0.06373521448162141,0.06425121434684074
81.010614,215,7567.593713,0.046919049924150025,0.047747008819012345
58.025461,174,7761.253551,0.06328896969548631,0.06583781237745272
